epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.5332,0.7365,0.4221,0.4221,0.0000,0.0000
01,0.8646,0.8332,0.3613,0.3613,0.0000,0.0000
02,0.9703,0.8488,0.3439,0.3439,0.0000,0.0000
03,0.9945,0.8773,0.3164,0.3164,0.0000,0.0000
04,0.9984,0.8770,0.3285,0.3285,0.0000,0.0000
05,0.9957,0.7080,0.1869,0.1869,0.0000,0.0000
06,0.9797,0.4752,0.3162,0.3162,0.0000,0.0000
07,0.9586,0.8662,0.4055,0.4055,0.0000,0.0000
08,0.9982,0.8582,0.4148,0.4148,0.0000,0.0000
09,0.9992,0.8676,0.4070,0.4070,0.0000,0.0000
10,0.9986,0.8795,0.3355,0.3355,0.0000,0.0000
11,0.9988,0.8816,0.3451,0.3451,0.0000,0.0000
12,0.9959,0.6885,0.5443,0.5443,0.0000,0.0000
13,0.9820,0.8641,0.2537,0.2537,0.0000,0.0000
14,0.9914,0.7566,0.2293,0.2293,0.0000,0.0000
15,0.9789,0.8488,0.3391,0.3391,0.0000,0.0000
16,0.9943,0.8707,0.3215,0.3215,0.0000,0.0000
17,0.9990,0.8793,0.2734,0.2734,0.0000,0.0000
18,0.9992,0.8822,0.2936,0.2936,0.0000,0.0000
19,0.9992,0.8812,0.2986,0.2986,0.0000,0.0000
20,0.9992,0.8834,0.3160,0.3160,0.0000,0.0000
21,0.9992,0.8082,0.2330,0.2330,0.0000,0.0000
22,0.9863,0.8650,0.2531,0.2531,0.0000,0.0000
23,0.9912,0.8752,0.3805,0.3805,0.0000,0.0000
24,0.9986,0.8764,0.3863,0.3863,0.0000,0.0000
25,0.9992,0.8809,0.3689,0.3689,0.0000,0.0000
26,0.9992,0.8898,0.3158,0.3158,0.0000,0.0000
27,0.9992,0.8713,0.3576,0.3576,0.0000,0.0000
28,0.9986,0.8775,0.3508,0.3508,0.0000,0.0000
29,0.9990,0.8807,0.3123,0.3123,0.0000,0.0000
