epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.0930,0.1562,0.0471,0.0471,0.1344,0.0008,0.1087
01,0.2070,0.3688,0.0750,0.0750,0.3791,0.2806,0.0594
02,0.4707,0.5236,0.0775,0.0775,0.5859,0.4832,0.0791
03,0.6676,0.7402,0.1322,0.1322,0.6291,0.6484,0.0805
04,0.7516,0.5111,0.3494,0.3494,0.7195,0.7669,0.1814
05,0.7199,0.7664,0.2582,0.2582,0.7449,0.7354,0.0931
06,0.8125,0.8150,0.4352,0.4352,0.7832,0.7794,0.0747
07,0.8400,0.6525,0.3326,0.3326,0.7764,0.7695,0.0730
08,0.8852,0.8771,0.3969,0.3969,0.7865,0.7785,0.0669
09,0.9314,0.8811,0.4709,0.4709,0.7877,0.7839,0.0549
10,0.9471,0.9104,0.4885,0.4885,0.8010,0.7937,0.0452
11,0.9623,0.9006,0.6307,0.6307,0.7977,0.7917,0.0474
12,0.9684,0.7920,0.4227,0.4227,0.7904,0.7853,0.0775
13,0.9279,0.9107,0.5119,0.5119,0.7857,0.7766,0.0718
14,0.9736,0.8439,0.5818,0.5818,0.7994,0.7946,0.0357
15,0.9703,0.8688,0.4467,0.4467,0.7871,0.7781,0.0464
16,0.9713,0.8291,0.4502,0.4502,0.7947,0.7869,0.0481
17,0.9857,0.8656,0.5051,0.5051,0.8035,0.7910,0.0350
18,0.9650,0.8980,0.4979,0.4979,0.7965,0.7822,0.0300
19,0.9820,0.9299,0.5479,0.5479,0.8025,0.7945,0.0204
20,0.9957,0.9314,0.6066,0.6066,0.8041,0.7970,0.0139
21,0.9848,0.8189,0.5830,0.5830,0.7949,0.7855,0.0327
22,0.9588,0.8910,0.4422,0.4422,0.7922,0.7793,0.0516
23,0.9846,0.9203,0.4883,0.4883,0.8031,0.7928,0.0218
24,0.9836,0.8490,0.2623,0.2623,0.7973,0.7880,0.0259
25,0.9479,0.8742,0.5082,0.5082,0.7902,0.7776,0.0315
26,0.9779,0.9043,0.4961,0.4961,0.7928,0.7780,0.0269
27,0.9777,0.8613,0.5209,0.5209,0.7943,0.7802,0.0215
28,0.9697,0.8998,0.5775,0.5775,0.7984,0.7823,0.0363
29,0.9832,0.9293,0.5648,0.5648,0.7920,0.7771,0.0177
